nome,tipo,uf,municipio,latitude,longitude,fonte,fonte_url
Centro Universitário Cesmac,Universidade,,Maceió,-9.656049728393555,-35.737789154052734,openalex,https://openalex.org/I4210137548
Centro Universitário Cesumar,Universidade,,Maringá,-23.442188262939453,-51.91841125488281,openalex,https://openalex.org/I3018588415
Centro Universitário Cesusc – UNICESUSC,Universidade,SC,Florianópolis,-27.59667,-48.54917,openalex,https://openalex.org/I4405255256
Centro Universitário Claretiano,Universidade,,Batatais,-20.883827209472656,-47.5926628112793,openalex,https://openalex.org/I4210089542
Centro Universitário Curitiba,Universidade,,Curitiba,-25.4503231048584,-49.265220642089844,openalex,https://openalex.org/I304370547
Centro Universitário da Cidade,Universidade,,Rio de Janeiro,-22.919111251831055,-43.17869567871094,openalex,https://openalex.org/I4210113996
Centro Universitário da Fundação de Ensino Octávio Bastos,Universidade,SP,São João da Boa Vista,-21.96917,-46.79806,openalex,https://openalex.org/I4210095537
Centro Universitário da Fundação Educacional de Barretos,Universidade,,Barretos,-20.571252822875977,-48.57383728027344,openalex,https://openalex.org/I4210088981
Centro Universitário da Fundação Educacional Guaxupé,Universidade,,Guaxupé,-21.309268951416016,-46.712608337402344,openalex,https://openalex.org/I4210131910
Centro Universitário da Grande Dourados,Universidade,,Dourados,-22.21152687072754,-54.827091217041016,openalex,https://openalex.org/I4210157527
Centro Universitário da Vitória de Santo Antão,Universidade,PE,Vitória de Santo Antão,-8.11806,-35.29139,openalex,https://openalex.org/I4405272461
Centro Universitário das Faculdades Metropolitanas Unidas,Universidade,,São Paulo,-23.56083106994629,-46.637001037597656,openalex,https://openalex.org/I193619003
Centro Universitário de Adamantina,Universidade,SP,Adamantina,-21.59136,-51.06669,openalex,https://openalex.org/I4405260354
Centro Universitário de Araraquara,Universidade,SP,Araraquara,-21.79444,-48.17556,openalex,https://openalex.org/I4210156688
Centro Universitario de Araras Dr Edmunso Ulson,Universidade,,Araras,-22.34823226928711,-47.396873474121094,openalex,https://openalex.org/I4210085996
Centro Universitário de Barra Mansa,Universidade,,Barra Mansa,-22.5488224029541,-44.17096710205078,openalex,https://openalex.org/I4210141206
Centro Universitário de Belo Horizonte,Universidade,,Belo Horizonte,-19.906848907470703,-43.942203521728516,openalex,https://openalex.org/I3018999404
Centro Universitário de Brusque,Universidade,,Brusque,-27.097949981689453,-48.912811279296875,openalex,https://openalex.org/I4210133889
Centro Universitário de Caratinga,Universidade,,Caratinga,-19.749181747436523,-42.13483810424805,openalex,https://openalex.org/I4210099922
Centro Universitário de Desenvolvimento do Centro Oeste,Universidade,,Luziânia,-16.112730026245117,-47.96754455566406,openalex,https://openalex.org/I4210113640
Centro Universitário de Ensino Superior do Amazonas,Universidade,,Manaus,-3.076469898223877,-60.02312088012695,openalex,https://openalex.org/I4210102118
Centro Universitário de Formiga,Universidade,,Formiga,-20.45547866821289,-45.4520263671875,openalex,https://openalex.org/I4210139486
Centro Universitário de Franca,Universidade,,Franca,-20.537229537963867,-47.38945388793945,openalex,https://openalex.org/I4210103646
Centro Universitário de Goiás,Universidade,,Goiânia,-16.691232681274414,-49.3108024597168,openalex,https://openalex.org/I4210096584
Centro Universitário de Itajubá,Universidade,MG,Itajubá,-22.42556,-45.45278,openalex,https://openalex.org/I4210153989
Centro Universitário de Jales,Universidade,,Jales,-20.274045944213867,-50.544918060302734,openalex,https://openalex.org/I4210119714
Centro Universitário de Jaraguá do Sul,Universidade,,Jaraguá do Sul,-26.46671485900879,-49.113773345947266,openalex,https://openalex.org/I4210092856
Centro Universitário de João Pessoa,Universidade,,João Pessoa,-7.1575608253479,-34.85537338256836,openalex,https://openalex.org/I4210158946
Centro Universitário de Lavras,Universidade,PR,Centenário do Sul,-22.82111,-51.59528,openalex,https://openalex.org/I4210109615
Centro Universitário de Lins,Universidade,,Lins,-21.665061950683594,-49.732215881347656,openalex,https://openalex.org/I4210088315
Centro Universitário de Minas Gerais - UniMG,Universidade,MG,Patos de Minas,-18.57889,-46.51806,openalex,https://openalex.org/I4403928253
Centro Universitário de Mineiros,Universidade,GO,Mineiros,-17.56944,-52.55111,openalex,https://openalex.org/I4405263350
Centro Universitário de Patos de Minas,Universidade,,Patos de Minas,-18.57465934753418,-46.513736724853516,openalex,https://openalex.org/I4210106335
Centro Universitário de Rio Preto,Universidade,,São José do Rio Preto,-20.807329177856445,-49.391178131103516,openalex,https://openalex.org/I4210159176
Centro Universitário de Sete Lagoas,Universidade,,Sete Lagoas,-19.479877471923828,-44.267547607421875,openalex,https://openalex.org/I4210147834
Centro Universitário de Telêmaco Borba,Universidade,PR,Telêmaco Borba,-24.32389,-50.61556,openalex,https://openalex.org/I4405253789
Centro Universitário de União da Vitória,Universidade,PR,União da Vitória,-26.23,-51.08639,openalex,https://openalex.org/I4210143096
Centro Universitário de Várzea Grande,Universidade,,Várzea Grande,-15.642790794372559,-56.095890045166016,openalex,https://openalex.org/I4210096247
Centro Universitário de Volta Redonda,Universidade,,Rio de Janeiro,-22.51513671875,-44.10688018798828,openalex,https://openalex.org/I4210111468
Centro Universitário de Votuporanga,Universidade,,Votuporanga,-20.414257049560547,-49.97444534301758,openalex,https://openalex.org/I4210126477
Centro Universitário do Cerrado Patrocínio,Universidade,MG,Patrocínio,-18.94389,-46.9925,openalex,https://openalex.org/I4210135814
Centro Universitário do Distrito Federal,Universidade,,Brasília,-15.799657821655273,-47.8995246887207,openalex,https://openalex.org/I4210146377
Centro Universitário do Espírito Santo,Universidade,ES,Colatina,-19.53944,-40.63056,openalex,https://openalex.org/I4210116025
Centro Universitário do Leste de Minas Gerais,Universidade,,Coronel Fabriciano,-19.514575958251953,-42.611846923828125,openalex,https://openalex.org/I4210157836
Centro Universitário do Norte,Universidade,,Manaus,-3.125201940536499,-60.02463912963867,openalex,https://openalex.org/I4210100360
Centro Universitário do Norte Paulista,Universidade,,São José do Rio Preto,-20.7694091796875,-49.3864631652832,openalex,https://openalex.org/I4210127483
Centro Universitário do Pará,Universidade,,Belém,-1.418934941291809,-48.44774627685547,openalex,https://openalex.org/I4210100867
Centro Universitário do Planalto de Araxá,Universidade,,Araxá,-19.577686309814453,-46.95214080810547,openalex,https://openalex.org/I4210130441
Centro Universitário do Rio Grande do Norte,Universidade,RN,Natal,-5.795,-35.20944,openalex,https://openalex.org/I4210166303
Centro Universitário do Rio São Francisco,Universidade,BA,Paulo Afonso,-9.40611,-38.21472,openalex,https://openalex.org/I4405255464
Centro Universitário do Sul de Minas,Universidade,,Varginha,-21.572519302368164,-45.47822570800781,openalex,https://openalex.org/I4210138878
Centro Universitário do Triângulo,Universidade,MG,Uberlândia,-18.91861,-48.27722,openalex,https://openalex.org/I4210105065
Centro Universitário Dr. Leão Sampaio - Unileão,Universidade,CE,Juazeiro do Norte,-7.21306,-39.31528,openalex,https://openalex.org/I4405259816
Centro Universitário Eurípedes de Marilia,Universidade,SP,Marília,-22.21389,-49.94583,openalex,https://openalex.org/I249163148
Centro Universitário Euroamericano,Universidade,,Brasília,19.546735763549805,-99.03311920166016,openalex,https://openalex.org/I4210094853
Centro Universitário Evangélico de Goianésia,Universidade,GO,Goianésia,-15.3175,-49.1175,openalex,https://openalex.org/I4405264173
Centro Universitário FAMESC,Universidade,RJ,Bom Jesus do Itabapoana,-21.13389,-41.67972,openalex,https://openalex.org/I4405259843
Centro Universitário FEI,Universidade,,São Bernardo do Campo,-23.693889617919922,-46.564998626708984,openalex,https://openalex.org/I139221136
Centro Universitario FIAM FAAM,Universidade,,São Paulo,-23.578344345092773,-46.63935470581055,openalex,https://openalex.org/I4210148915
Centro Universitário FIEO,Universidade,SP,Osasco,-23.5325,-46.79167,openalex,https://openalex.org/I4210101283
Centro Universitário Filadélfia,Universidade,,Londrina,-23.315990447998047,-51.170894622802734,openalex,https://openalex.org/I4210147333
Centro Universitario Fluminense,Universidade,,Rio de Janeiro,-21.76015281677246,-41.321044921875,openalex,https://openalex.org/I4210139077
Centro Universitário Franciscano do Paraná,Universidade,,Curitiba,-25.43789291381836,-49.273521423339844,openalex,https://openalex.org/I4210097956
Centro Universitário Fundação Assis Gurgacz,Universidade,,Cascavel,-24.94586181640625,-53.50840759277344,openalex,https://openalex.org/I4210127138
Centro Universitário Fundação Santo André,Universidade,SP,Santo André,-23.66389,-46.53833,openalex,https://openalex.org/I4210118874
Centro Universitário FUNORTE,Universidade,MG,Montes Claros,-16.58789,-43.89995,openalex,https://openalex.org/I4405261755
Centro Universitário Geraldo Di Biase,Universidade,,Volta Redonda,-22.50824546813965,-44.089935302734375,openalex,https://openalex.org/I4210165374
Centro Universitário Herminio Ometto de Araras,Universidade,SP,Araras,-22.35694,-47.38417,openalex,https://openalex.org/I4210141274
Centro Universitário Ítalo Brasileiro,Universidade,,São Paulo,-23.6444091796875,-46.7202262878418,openalex,https://openalex.org/I4210093492
Centro Universitário Leonardo da Vinci,Universidade,,Indaial,-26.88371467590332,-49.24932098388672,openalex,https://openalex.org/I4210097431
Centro Universitário Lusíada,Universidade,,Santos,-23.96312141418457,-46.32527160644531,openalex,https://openalex.org/I4210089926
Centro Universitário Maria Milza,Universidade,BA,Governador Mangabeira,-12.60044,-39.04178,openalex,https://openalex.org/I4405260216
Centro Universitário Maurício de Nassau,Universidade,,Recife,-8.051667213439941,-34.95083236694336,openalex,https://openalex.org/I4210141362
Centro Universitário Metodista IPA,Universidade,,Porto Alegre,-30.035329818725586,-51.20193862915039,openalex,https://openalex.org/I4210089839
Centro Universitário Módulo,Universidade,,Caraguatatuba,-23.613191604614258,-45.37954330444336,openalex,https://openalex.org/I4210152244
Centro Universitário Monte Serrat,Universidade,,Santos,-23.943565368652344,-46.32794952392578,openalex,https://openalex.org/I4210135831
Centro Universitário Moura Lacerda,Universidade,,Ribeirão Preto,-21.23194122314453,-47.78636932373047,openalex,https://openalex.org/I4210156594
Centro Universitário Municipal de São José,Universidade,,São José,-27.5937442779541,-48.61590576171875,openalex,https://openalex.org/I4210145987
Centro Universitário Newton Paiva,Universidade,,Belo Horizonte,-19.94112205505371,-43.96519088745117,openalex,https://openalex.org/I4210099888
Centro Universitário Nossa Senhora do Patrocínio,Universidade,,Itu,-23.268896102905273,-47.2971076965332,openalex,https://openalex.org/I4210113965
Centro Universitário Padre Anchieta,Universidade,,Jundiaí,-23.214662551879883,-46.89189529418945,openalex,https://openalex.org/I4210099822
Centro Universitário Paulistano,Universidade,,São Paulo,-23.590145111083984,-46.63666915893555,openalex,https://openalex.org/I4210155379
Centro Universitário Plínio Leite,Universidade,,Niterói,-22.896522521972656,-43.12744140625,openalex,https://openalex.org/I4210135586
Centro Universitário Salesiano,Universidade,ES,Vitória,-20.31944,-40.33778,openalex,https://openalex.org/I4405259677
Centro Universitário Salesiano de São Paulo,Universidade,SP,Americana,-22.73917,-47.33139,openalex,https://openalex.org/I4210088984
Centro Universitário Sant’Anna,Universidade,,São Paulo,-23.516807556152344,-46.62894821166992,openalex,https://openalex.org/I4210090740
Centro Universitário São Camilo,Universidade,,São Paulo,-23.592315673828125,-46.60791778564453,openalex,https://openalex.org/I4210147677
Centro Universitário São Lucas,Universidade,,Porto Velho,-8.763175010681152,-63.90674591064453,openalex,https://openalex.org/I4210135384
Centro Universitário Serra dos Órgãos,Universidade,RJ,Teresópolis,-22.4167,-42.97822,openalex,https://openalex.org/I4210130349
Centro Universitario Toledo,Universidade,,Araçatuba,-21.212688446044922,-50.43071746826172,openalex,https://openalex.org/I4210115021
Centro Universitário Una,Universidade,,Betim,-19.969493865966797,-44.19641876220703,openalex,https://openalex.org/I4210135669
Centro Universitário UNINOVAFAPI,Universidade,,Teresina,-5.069467067718506,-42.74718475341797,openalex,https://openalex.org/I4210090775
Centro Universitário Unirondon,Universidade,,Cuiabá,-15.617953300476074,-56.11239242553711,openalex,https://openalex.org/I4210132384
Centro Universitário UniSenac,Universidade,RS,Porto Alegre,-30.03283,-51.23019,openalex,https://openalex.org/I4405263650
Centrus Diagnósticos por Imagem,ICT,,Campinas,-22.897249221801758,-47.064659118652344,openalex,https://openalex.org/I4210093974
CFlex (Brazil),ICT,,Cambuí,-22.896394729614258,-47.04767608642578,openalex,https://openalex.org/I4210101076
Chamber of Deputies - Brazil,ICT,DF,Brasília,-15.79159,-47.89558,openalex,https://openalex.org/I4405263582
Chem4u (Brazil),ICT,,Mauá,-23.624855041503906,-46.48278045654297,openalex,https://openalex.org/I4210165868
Chemyunion (Brazil),ICT,,Sorocaba,-23.452320098876953,-47.418426513671875,openalex,https://openalex.org/I4210117783
CHR Cerâmica Técnica (Brazil),ICT,,São Carlos,-21.998647689819336,-47.87419891357422,openalex,https://openalex.org/I4210125987
CI&T (Brasil),ICT,,Campinas,-22.816556930541992,-47.04610061645508,openalex,https://openalex.org/I4210111634
Ciclo de Mutação (Brazil),ICT,,São José do Rio Preto,-20.815034866333008,-49.375492095947266,openalex,https://openalex.org/I4210106331
Ciências e Cognição,ICT,,Volta Redonda,-22.523059844970703,-44.10417175292969,openalex,https://openalex.org/I4210126836
Cientistas (Brazil),ICT,,São Carlos,-22.013029098510742,-47.87678527832031,openalex,https://openalex.org/I4210099568
"Citizenship, Studies, Research, Information and Action",ICT,,Glória do Goitá,-22.923131942749023,-43.17302322387695,openalex,https://openalex.org/I4210154715
ClanSoft (Brazil),ICT,,Campinas,-22.85629653930664,-47.05564498901367,openalex,https://openalex.org/I4210092281
Clave (Brazil),ICT,,Rio de Janeiro,-22.911775588989258,-43.17439270019531,openalex,https://openalex.org/I4210104283
CLB Engenharia Consultiva (Brazil),ICT,,São Paulo,-23.583934783935547,-46.64971160888672,openalex,https://openalex.org/I4210142810
Clinica De Doencas Renais De Brasilia,ICT,,Brasília,-15.81201457977295,-47.91191482543945,openalex,https://openalex.org/I4210123530
Clínica de Psiquiatria Psiquimei,ICT,,Brasília,-15.736235618591309,-47.894290924072266,openalex,https://openalex.org/I4210131640
Clínica e Instituto de Oftalmologia Ivo Corrêa Meyer,ICT,,Porto Alegre,-30.0241756439209,-51.2011833190918,openalex,https://openalex.org/I4210160562
Clinica Gastrobese,ICT,,Rio Grande,-28.26083755493164,-52.41595458984375,openalex,https://openalex.org/I4210108792
Clínica Hexsel de Dermatologia,ICT,RS,Porto Alegre,-30.03283,-51.23019,openalex,https://openalex.org/I4405267538
Clinics Hospital of Ribeirão Preto,ICT,,Ribeirão Preto,-21.177499771118164,-47.810279846191406,openalex,https://openalex.org/I4210156537
Clorovale Diamantes (Brazil),ICT,,São José dos Campos,-23.253780364990234,-45.86515426635742,openalex,https://openalex.org/I4210114140
Cobrasper (Brazil),ICT,,São Carlos,-22.0714168548584,-47.88052749633789,openalex,https://openalex.org/I4210096073
Cochrane,ICT,,São Paulo,-23.596879959106445,-46.641963958740234,openalex,https://openalex.org/I4210119775
Colégio Brasileiro de Cirurgiões,ICT,,Rio de Janeiro,-22.956945419311523,-43.193729400634766,openalex,https://openalex.org/I4210150115
Colégio Metodista Bennett,Universidade,,Rio de Janeiro,-22.9356632232666,-43.17713928222656,openalex,https://openalex.org/I4210096993
Colégio Pedro II,Universidade,,Rio de Janeiro,-22.899639129638672,-43.22142028808594,openalex,https://openalex.org/I91874244
Colégio Sinodal,Universidade,,São Leopoldo,-29.77642059326172,-51.13737869262695,openalex,https://openalex.org/I4210160575
Colly (Brazil),ICT,,Capivari,-22.990755081176758,-47.51068878173828,openalex,https://openalex.org/I4210152974
Colsan - Associação Beneficente de Coleta de Sangue,ICT,,Jundiaí,-23.18153190612793,-46.884117126464844,openalex,https://openalex.org/I4210133471
Comissão Executiva do Plano da Lavoura Cacaueira - Ceplac,ICT,SP,Santa Isabel,-23.31556,-46.22139,openalex,https://openalex.org/I4210155940
Comissão Pastoral da Terra,ICT,,Goiânia,-16.679061889648438,-49.254150390625,openalex,https://openalex.org/I4210122445
Comm Solutions (Brazil),ICT,,São Paulo,-23.627927780151367,-46.64833450317383,openalex,https://openalex.org/I4210164653
Community University of Chapecó Region - Unochapecó,Universidade,,Chapecó,-27.096389770507812,-52.61832809448242,openalex,https://openalex.org/I3019843814
Companhia Brasileira de Aluminio,ICT,,São Paulo,-23.57970428466797,-46.69973373413086,openalex,https://openalex.org/I307126887
Companhia Brasileira de Metalurgia e Mineração (Brazil),ICT,,Araxá,-23.610246658325195,-46.69736099243164,openalex,https://openalex.org/I4210135429
Companhia de Desenvolvimento Econômico de Minas Gerais,ICT,MG,Belo Horizonte,-19.92083,-43.93778,openalex,https://openalex.org/I4405260466
Companhia de Eletricidade do Estado da Bahia (Brazil),ICT,,Salvador,-12.95654010772705,-38.458351135253906,openalex,https://openalex.org/I4210119539
Companhia Energética de Minas Gerais (Brazil),ICT,,Belo Horizonte,-19.928604125976562,-43.950496673583984,openalex,https://openalex.org/I96294087
Companhia Energética de Pernambuco,ICT,,Recife,-8.064125061035156,-34.885623931884766,openalex,https://openalex.org/I4210112223
Companhia Energética de São Paulo,ICT,,São Paulo,-23.699060440063477,-46.67363739013672,openalex,https://openalex.org/I34391226
Companhia Siderúrgica Nacional (Brazil),ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4210097748
Compass (Brazil),ICT,,Santo André,-23.67646026611328,-46.51487350463867,openalex,https://openalex.org/I4210134483
Complexo Hospitalar de Niterói,ICT,RJ,Niterói,-22.88333,-43.10361,openalex,https://openalex.org/I4405267500
Complexo Hospitalar do Trabalhador,ICT,PR,Curitiba,-25.42778,-49.27306,openalex,https://openalex.org/I4405270678
Complexo Hospitalar Universitário Professor Edgard Santos,ICT,,Salvador,-12.993368148803711,-38.52101516723633,openalex,https://openalex.org/I4210088441
Compsis (Brazil),ICT,,São José dos Campos,-23.208349227905273,-45.886531829833984,openalex,https://openalex.org/I4210096439
Compuminer Mineração de Dados & BI (Brazil),ICT,,São Paulo,-23.56287384033203,-46.64100646972656,openalex,https://openalex.org/I4210098676
Condor Instruments (Brazil),ICT,,São Paulo,-23.55485725402832,-46.638980865478516,openalex,https://openalex.org/I4210142882
Conectas,ICT,,São Paulo,-23.54489517211914,-46.6403694152832,openalex,https://openalex.org/I4210096734
Conselho de reitores das Universidades Estaduais de São Paulo,Universidade,,Itapeva,-23.55714988708496,-46.65015411376953,openalex,https://openalex.org/I4210128760
Conselho Nacional de Desenvolvimento Científico e Tecnológico,ICT,DF,Brasília,-15.77972,-47.92972,openalex,https://openalex.org/I11385950
Conselho Nacional de Pesquisa e Pós-graduação em Direito,ICT,,Florianópolis,-27.58831024169922,-48.523128509521484,openalex,https://openalex.org/I4210102132
Conservatório Pernambucano de Música,ICT,,Recife,-8.049193382263184,-34.889434814453125,openalex,https://openalex.org/I4210125857
Coopercitrus Cooperativa de Produtores Rurais,ICT,,São Paulo,-20.949644088745117,-48.479942321777344,openalex,https://openalex.org/I4210126662
Coordenação de Aperfeicoamento de Pessoal de Nível Superior,ICT,DF,Brasília,-15.77972,-47.92972,openalex,https://openalex.org/I4210097716
Coordenadoria Geral da Universidade,Universidade,,Campinas,-22.816862106323242,-47.06977462768555,openalex,https://openalex.org/I4210130648
Cooxupé,ICT,,Guaxupé,-21.29564094543457,-46.725135803222656,openalex,https://openalex.org/I4210164444
Copersucar (Brazil),ICT,,São Paulo,-23.569522857666016,-46.647071838378906,openalex,https://openalex.org/I4210141754
Coris Medicina Avançada,ICT,,Florianópolis,-27.59176254272461,-48.50933837890625,openalex,https://openalex.org/I4210156295
Corollarium (Brazil),ICT,,São Paulo,-23.20528221130371,-46.79608154296875,openalex,https://openalex.org/I4210124632
Correias Elo (Brazil),ICT,,São Paulo,-23.5238037109375,-46.473140716552734,openalex,https://openalex.org/I4210152831
Coss (Brazil),ICT,,São Carlos,-22.007610321044922,-47.88804244995117,openalex,https://openalex.org/I4210151824
Cotec (Brazil),ICT,,São José dos Campos,-22.818111419677734,-45.18254089355469,openalex,https://openalex.org/I4210123915
CPAH - Centro de Pesquisa e Análises Heráclito,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4405264844
Cristalia (Brazil),ICT,,Itapira,-22.43610954284668,-46.82167053222656,openalex,https://openalex.org/I4210152748
Cromática (Brazil),ICT,,São Paulo,-23.538057327270508,-46.70698547363281,openalex,https://openalex.org/I4210153262
CSEM,ICT,,Belo Horizonte,-19.888851165771484,-43.91366195678711,openalex,https://openalex.org/I4210142268
Cuesta (Brazil),ICT,,Botucatu,-22.858491897583008,-48.43476104736328,openalex,https://openalex.org/I4210150503
Cyrbe (Brazil),ICT,,Sumaré,-22.81113052368164,-47.239742279052734,openalex,https://openalex.org/I4210117530
D’Or Institute for Research and Education,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4210102764
Dalvic (Brazil),ICT,,Rio de Janeiro,-22.896940231323242,-43.19445037841797,openalex,https://openalex.org/I4210160416
Dedini Industrias De Base (Brazil),ICT,,Piracicaba,-22.66099739074707,-47.61643600463867,openalex,https://openalex.org/I4210151699
DeltaCO2 (Brazil),ICT,,Piracicaba,-22.702438354492188,-47.64775085449219,openalex,https://openalex.org/I4210132237
Dencril (Brazil),ICT,,Pirassununga,-22.01409339904785,-47.426971435546875,openalex,https://openalex.org/I4210154837
Deoxi Biotecnologia (Brazil),ICT,,Araçatuba,-21.22298812866211,-50.44118118286133,openalex,https://openalex.org/I4210114356
Departamento de Ciência e Tecnologia,ICT,,Brasília,-15.75806713104248,-47.916961669921875,openalex,https://openalex.org/I4210155391
Departamento Intersindical de Estatística e Estudos Socioeconômicos,Universidade,,São Paulo,-23.542062759399414,-46.644676208496094,openalex,https://openalex.org/I4210094766
Departamento Nacional de Produção Mineral,ICT,,Brasília,-15.791935920715332,-47.87712478637695,openalex,https://openalex.org/I4210091597
Department of Aerospace Science and Technology,ICT,,São José dos Campos,-23.179439544677734,-45.886940002441406,openalex,https://openalex.org/I4210108942
"Department of STD, AIDS and Viral Hepatitis",ICT,,Brasília,-15.803593635559082,-47.86924362182617,openalex,https://openalex.org/I4210103355
DEV Tecnologia (Brazil),ICT,,São Paulo,-23.563045501708984,-46.735042572021484,openalex,https://openalex.org/I4210116733
Devworks Game Technology (Brazil),ICT,,São Paulo,-23.58888053894043,-46.67351150512695,openalex,https://openalex.org/I4210105592
Didai Tecnologia,ICT,,Campinas,-22.885759353637695,-47.03874588012695,openalex,https://openalex.org/I4210097250
Dínamo Automação Industrial (Brazil),ICT,,Piracicaba,-22.756479263305664,-47.639404296875,openalex,https://openalex.org/I4210132515
Dinamo Networks (Brazil),ICT,,São Paulo,-23.637374877929688,-46.69830322265625,openalex,https://openalex.org/I4210090601
DirectLight (Brazil),ICT,,São Carlos,-22.020570755004883,-47.89571762084961,openalex,https://openalex.org/I4210138156
DLG Automation (Brazil),ICT,,Sertãozinho,-20.991361618041992,-48.005149841308594,openalex,https://openalex.org/I4210159490
DMC Equipmentos (Brazil),ICT,,São Carlos,-22.005271911621094,-47.91684341430664,openalex,https://openalex.org/I4210150246
DNA Consult Genética e Biotecnologia (Brazil),ICT,,São Carlos,-22.007219314575195,-47.8867301940918,openalex,https://openalex.org/I4210131252
Dnapta Biotecnologia (Brazil),ICT,,São José do Rio Preto,-20.816911697387695,-49.41597366333008,openalex,https://openalex.org/I4210161825
Dod Robôs Investidores (Brazil),ICT,,São Paulo,-23.56745719909668,-46.648582458496094,openalex,https://openalex.org/I4210117938
Dow Chemical (Brasil),ICT,,São Paulo,-23.55255889892578,-46.70657730102539,openalex,https://openalex.org/I4210145213
DPR Engenharia (Brazil),ICT,,Campinas,-22.832849502563477,-47.07715606689453,openalex,https://openalex.org/I4210128069
Dr. Euryclides Hospital de Jesus Zerbini,ICT,,São Paulo,-23.57050132751465,-46.651512145996094,openalex,https://openalex.org/I4210135420
DSPGeo (Brazil),ICT,,Campinas,-22.822677612304688,-47.06489944458008,openalex,https://openalex.org/I4210159424
DuPont (Brazil),ICT,,Barueri,-23.497406005859375,-46.8465576171875,openalex,https://openalex.org/I4210093218
DWG Arquitetura e Sistemas (Brazil),ICT,,São Paulo,-23.5430850982666,-46.672607421875,openalex,https://openalex.org/I4210121770
Dýnamis Industry e Commerce (Brazil),ICT,,Ferraz de Vasconcelos,-23.534183502197266,-46.38987731933594,openalex,https://openalex.org/I4210158541
Eaton (Brazil),ICT,,São Paulo,-23.422639846801758,-46.3908805847168,openalex,https://openalex.org/I4210131651
Ecco Fibers (Brazil),ICT,,Campinas,-22.84810447692871,-47.043296813964844,openalex,https://openalex.org/I4210090527
Eccos Indústria Metalúrgica (Brazil),ICT,,Indaiatuba,-23.127864837646484,-47.22947311401367,openalex,https://openalex.org/I4210113836
Ecology Glass (Brazil),ICT,,Limeira,-22.5712947845459,-47.464664459228516,openalex,https://openalex.org/I4210127829
Ecotec Equipment and Systems (Brazil),ICT,,Mogi das Cruzes,-23.549400329589844,-46.230621337890625,openalex,https://openalex.org/I4210150031
EcoZON (Brazil),ICT,,São Paulo,-23.62462043762207,-46.609519958496094,openalex,https://openalex.org/I4210089217
Edelweiss Gestão Empresarial (Brazil),ICT,,São Paulo,-23.629924774169922,-46.70507049560547,openalex,https://openalex.org/I4210089258
EDG Equipamentos e Controles (Brazil),ICT,,São Carlos,-22.063758850097656,-47.8847541809082,openalex,https://openalex.org/I4210095766
Efix (Brazil),ICT,,São Paulo,-23.592687606811523,-46.68576431274414,openalex,https://openalex.org/I4210108407
Eikonal do Brasil (Brazil),ICT,,São Paulo,-23.539531707763672,-46.705589294433594,openalex,https://openalex.org/I4210130118
Ekion Tecnologia de Veículos Elétricos (Brazil),ICT,,Campinas,-22.822677612304688,-47.06486511230469,openalex,https://openalex.org/I4210107821
Elabora Consultoria (Brazil),ICT,,São Paulo,-23.54438018798828,-46.647918701171875,openalex,https://openalex.org/I4210162191
Electric Dreams (Brazil),ICT,,São José dos Campos,-23.157283782958984,-45.79133987426758,openalex,https://openalex.org/I4210092739
Eletro Máquinas Comércio e Representações (Brazil),ICT,,Campinas,-22.93107032775879,-47.10799026489258,openalex,https://openalex.org/I4210086033
Eletrobras (Brazil),ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I205649185
Eletrovento (Brazil),ICT,,Mairinque,-23.48380470275879,-47.20085144042969,openalex,https://openalex.org/I4210143310
Embraco (Brazil),ICT,,Joinville,-26.2189998626709,-48.90559005737305,openalex,https://openalex.org/I2801361767
Embraer (Brazil),ICT,,São José dos Campos,-23.179439544677734,-45.886940002441406,openalex,https://openalex.org/I1288761627
Embrapa Cassava & Fruits,ICT,BA,Cruz das Almas,-12.67,-39.10194,openalex,https://openalex.org/I4405269537
Embrapa Rice and Beans,ICT,GO,Santo Antônio de Goiás,-16.48361,-49.31111,openalex,https://openalex.org/I4405266321
Empresa Brasileira de Pesquisa e Inovação Industrial,ICT,DF,Brasília,-15.77972,-47.92972,openalex,https://openalex.org/I4405269415
Empresa de Pesquisa Agropecuária de Minas Gerais,ICT,,Belo Horizonte,-19.92082977294922,-43.93777847290039,openalex,https://openalex.org/I4210129758
Empresa de Pesquisa Agropecuária do Estado do Rio de Janeiro,ICT,,Niterói,-22.88120460510254,-43.09440231323242,openalex,https://openalex.org/I4210129088
Empresa de Pesquisa Agropecuária do Rio Grande do Norte,ICT,,Natal,-5.779405117034912,-35.20344161987305,openalex,https://openalex.org/I4210086845
Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina,ICT,,Florianópolis,-27.58140754699707,-48.50371170043945,openalex,https://openalex.org/I4210088730
"Empresa Mato-grossense de Pesquisa, Assistência e Extensão Rural",ICT,,Cuiabá,-10.332364082336426,-58.50617980957031,openalex,https://openalex.org/I4210099370
Enalta Inovações Tecnológicas (Brazil),ICT,,São Carlos,-22.011220932006836,-47.89248275756836,openalex,https://openalex.org/I4210114557
