nome,tipo,uf,municipio,latitude,longitude,fonte,fonte_url
Instituto do Cérebro de Brasília,ICT,,Brasília,-15.825428009033203,-47.92903518676758,openalex,https://openalex.org/I4210136829
Instituto do Coração - HCFMUSP,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4405258467
Instituto do Sono,ICT,,São Paulo,-23.594568252563477,-46.64106750488281,openalex,https://openalex.org/I4210153843
Instituto EcoFaxina,ICT,SP,Santos,-23.96083,-46.33361,openalex,https://openalex.org/I4405254126
Instituto Ekko Brasil,ICT,SC,Florianópolis,-27.59667,-48.54917,openalex,https://openalex.org/I4405266890
"Instituto Eqüit – Gênero, Economia e Cidadania Global",ICT,,Rio de Janeiro,-22.916168212890625,-43.17787551879883,openalex,https://openalex.org/I4210117302
Instituto Estadual de Diabetes e Endocrinologia Luiz Capriglione,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4210162388
Instituto Estadual do Cérebro Paulo Niemeyer,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4210163486
Instituto Evandro Chagas,ICT,,Ananindeua,-1.3746750354766846,-48.38547134399414,openalex,https://openalex.org/I4210144600
Instituto Federal Catarinense,Instituto de Pesquisa,,Blumenau,-26.9194393157959,-49.06610870361328,openalex,https://openalex.org/I4210118451
Instituto Federal da Bahia,Instituto de Pesquisa,,Salvador,-12.975629806518555,-38.49095916748047,openalex,https://openalex.org/I130913789
Instituto Federal de Educação Ciência e Tecnologia da Paraíba,Instituto de Pesquisa,,João Pessoa,-7.114999771118164,-34.863059997558594,openalex,https://openalex.org/I3018006580
Instituto Federal de Educação Ciência e Tecnologia do Norte de Minas Gerais,Instituto de Pesquisa,,Januária,-15.479679107666016,-44.36433792114258,openalex,https://openalex.org/I4210143109
"Instituto Federal de Educação, Ciência e Tecnologia Baiano",Instituto de Pesquisa,BA,Salvador,-12.97563,-38.49096,openalex,https://openalex.org/I240808814
"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",Instituto de Pesquisa,AL,Maceió,-9.66583,-35.73528,openalex,https://openalex.org/I4210155484
"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",Instituto de Pesquisa,,Brasília,-15.779720306396484,-47.92972183227539,openalex,https://openalex.org/I3129743071
"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",Instituto de Pesquisa,,Cuiabá,-15.56152629852295,-56.10004806518555,openalex,https://openalex.org/I3018305852
"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",Instituto de Pesquisa,,Belo Horizonte,-19.92082977294922,-43.93777847290039,openalex,https://openalex.org/I140062455
"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",Instituto de Pesquisa,,Recife,-8.053890228271484,-34.88111114501953,openalex,https://openalex.org/I2800363144
"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",Instituto de Pesquisa,,Porto Velho,-8.761940002441406,-63.90388870239258,openalex,https://openalex.org/I4210096682
"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",Instituto de Pesquisa,,Boa Vista,2.8197200298309326,-60.6733283996582,openalex,https://openalex.org/I4210151761
"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",Instituto de Pesquisa,SC,Florianópolis,-27.59667,-48.54917,openalex,https://openalex.org/I47403697
"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",Instituto de Pesquisa,,Fortaleza,-3.7172200679779053,-38.543060302734375,openalex,https://openalex.org/I3018325552
"Instituto Federal de Educação, Ciência e Tecnologia do Pará",Instituto de Pesquisa,,Belém,-1.4558299779891968,-48.50444030761719,openalex,https://openalex.org/I4210112416
"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",Instituto de Pesquisa,RS,Bento Gonçalves,-29.17139,-51.51917,openalex,https://openalex.org/I2801049591
"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",Instituto de Pesquisa,,Uberaba,-19.748329162597656,-47.93193817138672,openalex,https://openalex.org/I4210092444
Instituto Federal de Goiás,Instituto de Pesquisa,,Goiânia,-16.67860984802246,-49.25389099121094,openalex,https://openalex.org/I4210132153
Instituto Federal do Acre,Instituto de Pesquisa,,Rio Branco,-9.930542945861816,-67.81785583496094,openalex,https://openalex.org/I4210153385
Instituto Federal do Amapá,Instituto de Pesquisa,,Macapá,0.08624599874019623,-51.09205627441406,openalex,https://openalex.org/I4210129882
Instituto Federal do Amazonas,Instituto de Pesquisa,,Manaus,-3.134190082550049,-60.01291275024414,openalex,https://openalex.org/I4210148508
Instituto Federal do Espírito Santo,Instituto de Pesquisa,,Vitória,-20.319440841674805,-40.3377799987793,openalex,https://openalex.org/I4210160371
Instituto Federal do Maranhão,Instituto de Pesquisa,,São Luís,-2.5436949729919434,-44.29206848144531,openalex,https://openalex.org/I4210147816
Instituto Federal do Paraná,Instituto de Pesquisa,PR,Curitiba,-25.42778,-49.27306,openalex,https://openalex.org/I224309722
Instituto Federal do Piauí,Instituto de Pesquisa,,Teresina,-5.0903801918029785,-42.811458587646484,openalex,https://openalex.org/I4210127128
Instituto Federal do Rio de Janeiro,Instituto de Pesquisa,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I270441400
Instituto Federal do Rio Grande do Norte,Instituto de Pesquisa,,Natal,-5.749411106109619,-35.260826110839844,openalex,https://openalex.org/I3020002803
Instituto Federal do Sertão Pernambucano,Instituto de Pesquisa,,Petrolina,-9.39861011505127,-40.500831604003906,openalex,https://openalex.org/I4210088940
Instituto Federal do Sudeste de Minas Gerais,Instituto de Pesquisa,,Juiz de Fora,-21.764169692993164,-43.35028076171875,openalex,https://openalex.org/I4210109382
Instituto Federal do Sul de Minas,Instituto de Pesquisa,MG,Pouso Alegre,-22.23,-45.93639,openalex,https://openalex.org/I4210102163
Instituto Federal do Tocantins,Instituto de Pesquisa,,Palmas,-10.199604034423828,-48.312400817871094,openalex,https://openalex.org/I4210139493
Instituto Federal Farroupilha,Instituto de Pesquisa,,Santa Maria,-29.68416976928711,-53.80693817138672,openalex,https://openalex.org/I4210147797
Instituto Federal Fluminense,Instituto de Pesquisa,,Rio de Janeiro,-22.90641975402832,-43.18223190307617,openalex,https://openalex.org/I3018965473
Instituto Federal Goiano,Instituto de Pesquisa,,Goiás,-15.934439659118652,-50.140281677246094,openalex,https://openalex.org/I3020668385
Instituto Federal Sul-rio-grandense,Instituto de Pesquisa,,Pelotas,-31.769969940185547,-52.34101104736328,openalex,https://openalex.org/I4210155777
Instituto Florestal,Universidade,,São Paulo,-23.41609764099121,-46.58425521850586,openalex,https://openalex.org/I4210135767
Instituto FUCAPE de Tecnologias Sociais,ICT,ES,Vitória,-20.2856,-40.31916,openalex,https://openalex.org/I4405268572
Instituto Geológico,ICT,,São Paulo,-23.53077507019043,-46.663177490234375,openalex,https://openalex.org/I4210157632
Instituto Gremar,ICT,,Guarujá,-24.014108657836914,-46.27561950683594,openalex,https://openalex.org/I4210092176
Instituto H. Ellis,ICT,,São Paulo,-23.556438446044922,-46.65240478515625,openalex,https://openalex.org/I4210089504
Instituto Histórico e Geográfico Brasileiro,Universidade,,Rio de Janeiro,-22.914522171020508,-43.17640686035156,openalex,https://openalex.org/I4210103459
Instituto Histórico e Geográfico de São Paulo,ICT,,São Paulo,-23.54964828491211,-46.63556671142578,openalex,https://openalex.org/I4210101836
Instituto Humanize,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4405272321
Instituto Infnet,Universidade,,Rio de Janeiro,-22.905052185058594,-43.177024841308594,openalex,https://openalex.org/I4210096631
Instituto Internacional de Ciencias Sociais,Universidade,,São Paulo,-23.563873291015625,-46.642181396484375,openalex,https://openalex.org/I4210090815
Instituto Internacional de Ecologia (Brazil),ICT,,São Carlos,-22.022388458251953,-47.88859558105469,openalex,https://openalex.org/I4210127272
Instituto Irmãs Santa Marcelina,ICT,,São Paulo,-23.536808013916016,-46.66569900512695,openalex,https://openalex.org/I4210108661
Instituto Ivo Pitanguy,ICT,,Rio de Janeiro,-22.907503128051758,-43.171207427978516,openalex,https://openalex.org/I4210100081
Instituto Kairós,ICT,,Belo Horizonte,-20.05721092224121,-43.918880462646484,openalex,https://openalex.org/I4210156622
Instituto Laura Fressatto,ICT,,Curitiba,-25.449785232543945,-49.29985046386719,openalex,https://openalex.org/I4210102038
Instituto Lauro de Souza Lima,ICT,SP,Bauru,-22.31472,-49.06056,openalex,https://openalex.org/I4210109738
Instituto Lina Bo e P.M. Bardi,ICT,,São Paulo,-23.613096237182617,-46.711978912353516,openalex,https://openalex.org/I4210130261
Instituto Marés,ICT,,Rio de Janeiro,-22.855960845947266,-43.246726989746094,openalex,https://openalex.org/I4210134198
Instituto Maria e Joao Aleixo,ICT,,Rio de Janeiro,-22.90641975402832,-43.18223190307617,openalex,https://openalex.org/I4210136832
Instituto Mauá de Tecnologia,Universidade,,São Caetano do Sul,-23.64794921875,-46.573455810546875,openalex,https://openalex.org/I155501849
Instituto Metodista Izabela Hendrix,Universidade,,Belo Horizonte,-19.932388305664062,-43.94019317626953,openalex,https://openalex.org/I4210096914
Instituto Midia Étnica,ICT,,Salvador,-12.980090141296387,-38.51702117919922,openalex,https://openalex.org/I4210138576
Instituto Nacional da Propriedade Industrial,ICT,,Rio de Janeiro,-22.897279739379883,-43.18076705932617,openalex,https://openalex.org/I4210153431
Instituto Nacional de Câncer - INCA,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4210142683
Instituto Nacional de Cardiologia,ICT,,Rio de Janeiro,-22.90641975402832,-43.18223190307617,openalex,https://openalex.org/I4210106620
Instituto Nacional de Ciência e Tecnologia da Criosfera,ICT,RS,Porto Alegre,-30.03283,-51.23019,openalex,https://openalex.org/I4391768138
Instituto Nacional de Ciência e Tecnologia de Adaptações da Biota Aquática da Amazônia,ICT,,Manaus,-3.10298490524292,-59.99766540527344,openalex,https://openalex.org/I4210093975
Instituto Nacional de Ciência e Tecnologia de Bioanalítica,ICT,SP,Campinas,-22.90556,-47.06083,openalex,https://openalex.org/I4405270873
Instituto Nacional de Ciência e Tecnologia de Catálise em Sistemas Moleculares e Nanoestruturados,ICT,,Florianópolis,-27.596670150756836,-48.549171447753906,openalex,https://openalex.org/I4210121393
Instituto Nacional de Ciência e Tecnologia de Ciência Animal,ICT,,Viçosa,-20.75398826599121,-42.878143310546875,openalex,https://openalex.org/I4210111278
Instituto Nacional de Ciência e Tecnologia de Doenças Tropicais,ICT,,Salvador,-12.9699068069458,-38.51304244995117,openalex,https://openalex.org/I4210151028
Instituto Nacional de Ciência e Tecnologia de Neurociência Translacional,ICT,,São Paulo,-23.59897232055664,-46.64288330078125,openalex,https://openalex.org/I4210137729
Instituto Nacional de Ciência e Tecnologia de Obesidade e Diabetes,ICT,,São Paulo,-23.569564819335938,-46.64472579956055,openalex,https://openalex.org/I4210115037
Instituto Nacional de Ciência e Tecnologia de Processos Redox em Biomedicina,ICT,,São Paulo,-23.5462646484375,-46.64752960205078,openalex,https://openalex.org/I4210125767
Instituto Nacional de Ciência e Tecnologia dos Hymenoptera Parasitóides da Região Sudeste Brasileira,ICT,SP,São Carlos,-22.0175,-47.89083,openalex,https://openalex.org/I4405270121
Instituto Nacional de Ciência e Tecnologia em Eletrônica Orgânica,ICT,,São Carlos,-22.005107879638672,-47.890201568603516,openalex,https://openalex.org/I4210138634
Instituto Nacional de Ciência e Tecnologia em Entomologia Molecular,ICT,,Rio de Janeiro,-22.908906936645508,-43.184600830078125,openalex,https://openalex.org/I4210145356
Instituto Nacional de Ciência e Tecnologia em Excitotoxicidade e Neuroproteção,ICT,,Porto Alegre,-30.036216735839844,-51.21602249145508,openalex,https://openalex.org/I4210151568
Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4405268874
Instituto Nacional de Ciência e Tecnologia em Nano-Biofarmacêutica,ICT,MG,Belo Horizonte,-19.92083,-43.93778,openalex,https://openalex.org/I4405268139
Instituto Nacional de Ciência e Tecnologia em Nanomateriais de Carbono,ICT,MG,Belo Horizonte,-19.92083,-43.93778,openalex,https://openalex.org/I4210113864
Instituto Nacional de Ciência e Tecnologia em Neuroimunomodulação,ICT,RJ,Rio de Janeiro,-22.25,-42.5,openalex,https://openalex.org/I4405271386
Instituto Nacional de Ciência e Tecnologia em Toxinas,ICT,,São Paulo,-23.569339752197266,-46.7143440246582,openalex,https://openalex.org/I4210125356
Instituto Nacional de Ciência e Tecnologia para o Controle das Intoxicações por Plantas,ICT,,Patos,-7.015048027038574,-37.285335540771484,openalex,https://openalex.org/I4210157115
Instituto Nacional de Ciências dos Materiais em Nanotecnologia,ICT,,Araraquara,-21.805952072143555,-48.19330978393555,openalex,https://openalex.org/I4210101003
Instituto Nacional de Ciências e Tecnologias Analíticas Avançadas,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4210141506
Instituto Nacional de Educação de Surdos,ICT,,Rio de Janeiro,-22.622966766357422,-43.19603729248047,openalex,https://openalex.org/I4210150931
Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,ICT,DF,Brasília,-15.77972,-47.92972,openalex,https://openalex.org/I4405258913
Instituto Nacional de Fotônica Aplicada à Biologia Celular,ICT,SP,Campinas,-22.90556,-47.06083,openalex,https://openalex.org/I4405271815
Instituto Nacional de Matemática Pura e Aplicada,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I141883831
"Instituto Nacional de Metrologia, Qualidade e Tecnologia",ICT,,Rio de Janeiro,-22.92837142944336,-43.20817947387695,openalex,https://openalex.org/I40891861
Instituto Nacional de Pesquisa do Pantanal,ICT,MT,Cuiabá,-15.59611,-56.09667,openalex,https://openalex.org/I4405263687
Instituto Nacional de Pesquisa em Resistência Antimicrobiana,ICT,RS,Porto Alegre,-30.03283,-51.23019,openalex,https://openalex.org/I4405269083
Instituto Nacional de Pesquisas da Amazônia,ICT,AM,Manaus,-3.10194,-60.025,openalex,https://openalex.org/I187079419
Instituto Nacional de Pesquisas Espaciais,ICT,SP,São José dos Campos,-23.17944,-45.88694,openalex,https://openalex.org/I80849659
Instituto Nacional de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,ICT,,São Paulo,-23.558683395385742,-46.66781997680664,openalex,https://openalex.org/I4210133738
Instituto Nacional de Tecnologia,ICT,,Rio de Janeiro,-22.896379470825195,-43.184383392333984,openalex,https://openalex.org/I4210107052
Instituto Nacional de Traumatologia e Ortopedia,ICT,,Rio de Janeiro,-22.90641975402832,-43.18223190307617,openalex,https://openalex.org/I4210164859
Instituto Nacional do Semiárido,ICT,,Campina Grande,-7.252468109130859,-35.945709228515625,openalex,https://openalex.org/I4210154832
Instituto Nefrológico de Campinas,ICT,,Campinas,-22.899290084838867,-47.05390167236328,openalex,https://openalex.org/I4210162362
Instituto Noos,ICT,,Rio de Janeiro,-22.95354461669922,-43.192726135253906,openalex,https://openalex.org/I4210148638
Instituto Nupef,ICT,,Rio de Janeiro,-22.95169448852539,-43.19015884399414,openalex,https://openalex.org/I4210118458
"Instituto Nutech de Pesquisa Aplicada em Ciência, Tecnologia e Inovação",ICT,DF,Brasília,-15.77972,-47.92972,openalex,https://openalex.org/I4405266920
Instituto Papai,ICT,,Recife,-8.051345825195312,-34.95917892456055,openalex,https://openalex.org/I4210125063
Instituto para o Desenvolvimento do Jornalismo,ICT,,São Paulo,-23.570213317871094,-46.690673828125,openalex,https://openalex.org/I4210157965
Instituto Paulista de Ensino e Pesquisa,Universidade,,Campinas,-22.909751892089844,-47.05995559692383,openalex,https://openalex.org/I4210124110
Instituto Paulista de Estudos e Pesquisas em Oftalmologia,ICT,,São Paulo,-23.600263595581055,-46.64279556274414,openalex,https://openalex.org/I4210156547
Instituto Paulo Freire,Universidade,,São Paulo,-23.54058265686035,-46.704097747802734,openalex,https://openalex.org/I4210103507
Instituto Paulo Gontijo,ICT,,São Paulo,-23.60519027709961,-46.671966552734375,openalex,https://openalex.org/I4210130541
Instituto Penido Burnier,ICT,,Campinas,-22.902727127075195,-47.070152282714844,openalex,https://openalex.org/I4210091474
Instituto Pensi,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4405259788
Instituto Polis,ICT,,São Paulo,-23.544492721557617,-46.644813537597656,openalex,https://openalex.org/I4210158678
Instituto Pró-Carnívoros,ICT,,Atibaia,-23.116939544677734,-46.5502815246582,openalex,https://openalex.org/I4210120315
Instituto Rio Grandense do Arroz,ICT,,Porto Alegre,-29.692394256591797,-53.81831741333008,openalex,https://openalex.org/I4210139559
Instituto Sapientia,ICT,,Brasília,-15.726950645446777,-48.036293029785156,openalex,https://openalex.org/I4210135540
Instituto Scribner,ICT,,Curitiba,-25.426855087280273,-49.27264404296875,openalex,https://openalex.org/I4210101387
Instituto Sedes Sapientiae,Universidade,,São Paulo,-23.541000366210938,-46.67444610595703,openalex,https://openalex.org/I4210109247
Instituto Sócioambiental,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4210130146
Instituto Sou da Paz,ICT,,São Paulo,-23.5564022064209,-46.685791015625,openalex,https://openalex.org/I4210112552
Instituto Superior de Educação do Rio de Janeiro,Universidade,,Rio de Janeiro,-22.91387367248535,-43.21686553955078,openalex,https://openalex.org/I4210145646
Instituto Superior de Teologia Aplicada,Universidade,,Sobral,-3.6946980953216553,-40.343780517578125,openalex,https://openalex.org/I4210105355
Instituto Tecnológico de Aeronáutica,Universidade,SP,São José dos Campos,-23.17944,-45.88694,openalex,https://openalex.org/I107428990
Instituto Tecnológico de Aeronáutica - Campus de Fortaleza,Universidade,CE,Fortaleza,-3.71722,-38.54306,openalex,https://openalex.org/I4405276895
Instituto Todos pela Saúde,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4405262497
Instituto Tropical de Medicina Reprodutiva,ICT,,Cuiabá,-15.587617874145508,-56.11383056640625,openalex,https://openalex.org/I4210135201
Instituto Uniemp,ICT,,São Paulo,-23.547500610351562,-46.6361083984375,openalex,https://openalex.org/I4210122291
Instituto Universitário de Pesquisas do Rio de Janeiro,ICT,,Rio de Janeiro,-22.90411949157715,-43.17506790161133,openalex,https://openalex.org/I4210090279
Instituto Vascular BH,ICT,,Belo Horizonte,-19.92208480834961,-43.956398010253906,openalex,https://openalex.org/I4210143101
Instituto Vita,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4210121134
Instituto Vital Brazil (Brazil),ICT,,Rio de Janeiro,-22.90277099609375,-43.301570892333984,openalex,https://openalex.org/I4210131602
Instituto Vladimir Herzog,ICT,,São Paulo,-23.573192596435547,-46.688865661621094,openalex,https://openalex.org/I4210147475
Institutos Lactec,ICT,,Curitiba,-25.4511661529541,-49.235923767089844,openalex,https://openalex.org/I4210160554
Institutos Nacionais de Ciência e Tecnologia,ICT,DF,Brasília,-15.77972,-47.92972,openalex,https://openalex.org/I4210127675
Intecmat (Brazil),ICT,,São Carlos,-22.035581588745117,-47.8751106262207,openalex,https://openalex.org/I4210124899
Intel (Brazil),ICT,,São Paulo,-23.62224006652832,-46.69955825805664,openalex,https://openalex.org/I4210140447
Inter-Metro (Brazil),ICT,,São Paulo,-23.606447219848633,-46.64537048339844,openalex,https://openalex.org/I4210099801
Interministerial Commission for Sea Resources,ICT,,Brasília,-15.80156421661377,-47.869956970214844,openalex,https://openalex.org/I4210106947
International Baby Food Action Network,ICT,,São Paulo,-23.544837951660156,-46.63998794555664,openalex,https://openalex.org/I4210102850
International Committee on Taxonomy of Viruses,ICT,MG,Viçosa,-20.73527,-42.89525,openalex,https://openalex.org/I4405253861
International Institute for Sustainability,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4210145686
InternetLab,ICT,,São Paulo,-23.545373916625977,-46.64362335205078,openalex,https://openalex.org/I4210136907
Invel (Brazil),ICT,,São Paulo,-23.61923599243164,-46.622833251953125,openalex,https://openalex.org/I4210113464
Invenire Internacional Informática (Brazil),ICT,,São Paulo,-23.545665740966797,-46.70478439331055,openalex,https://openalex.org/I4210154182
Ipel - Itibanyl Produtos Especiais (Brazil),ICT,,Jarinu,-23.157569885253906,-46.76305389404297,openalex,https://openalex.org/I4210099259
IPS (Brazil),ICT,,Campinas,-22.913406372070312,-47.06391906738281,openalex,https://openalex.org/I4210103023
Ipsos (Brazil),ICT,,São Paulo,-23.54493522644043,-46.63352584838867,openalex,https://openalex.org/I4210164109
IQX-Inove Qualyx (Brazil),ICT,,Campinas,-22.845836639404297,-47.05130386352539,openalex,https://openalex.org/I4210091064
IRL Immunology: Regulation of host responses and immune health,ICT,SP,Ribeirão Preto,-21.1775,-47.81028,openalex,https://openalex.org/I4405277985
IRL Jean Christophe Yoccoz,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4405277867
IRL Marine Eutrophication Lab,ICT,RJ,Rio de Janeiro,-22.90642,-43.18223,openalex,https://openalex.org/I4405277930
IRL Mondes en Transition,ICT,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4405278048
Irmandade da Santa Casa de Misericórdia de São Paulo,ICT,,São Paulo,-23.460662841796875,-46.58266067504883,openalex,https://openalex.org/I4210087270
IT&D Informação Tecnologia e Desenvolvimento (Brazil),ICT,,Santos,-23.936120986938477,-46.330318450927734,openalex,https://openalex.org/I4210140096
Itabras Mineração (Brazil),ICT,,Jundiaí,-23.16771697998047,-46.96556854248047,openalex,https://openalex.org/I4210147331
Itaipu Binacional,ICT,,Foz do Iguaçu,-25.453182220458984,-54.58440399169922,openalex,https://openalex.org/I4210133000
Itatex (Brazil),ICT,,Campinas,-22.909929275512695,-47.0626335144043,openalex,https://openalex.org/I4210101811
Itaúsa (Brazil),ICT,,São Paulo,-23.55918312072754,-46.65852737426758,openalex,https://openalex.org/I4210155167
Itera - Inovação e Desenvolvimento Tecnológico (Brazil),ICT,,São Carlos,-21.992496490478516,-47.883113861083984,openalex,https://openalex.org/I4210086153
"Iyaleta - Pesquisa, Ciências e Humanidades",Universidade,BA,Salvador,-12.97177,-38.50811,openalex,https://openalex.org/I4405255034
Jesuit School of Philosophy and Theology,Universidade,MG,Belo Horizonte,-19.92083,-43.93778,openalex,https://openalex.org/I2801922374
JG Moriya (Brazil),ICT,,São Paulo,-23.603546142578125,-46.58644104003906,openalex,https://openalex.org/I4210165431
Joalvi Comércio Têxteis Unipessoal (Portugal),ICT,BA,Belmonte,-15.86126,-38.87982,openalex,https://openalex.org/I4405254821
Johnson & Johnson (Brazil),ICT,,São Paulo,-23.528953552246094,-46.6794548034668,openalex,https://openalex.org/I4210160666
Jorge Amado University Center,Universidade,,Salvador,-12.935839653015137,-38.41035842895508,openalex,https://openalex.org/I3131044416
Jotaeme Fitafer (Brazil),ICT,,Franco da Rocha,-23.33309555053711,-46.682411193847656,openalex,https://openalex.org/I4210093994
JP Group (Brazil),ICT,,Ribeirão Preto,-21.1939754486084,-47.77455520629883,openalex,https://openalex.org/I4210165617
Kantar Health (Brazil),ICT,,São Paulo,-23.525728225708008,-46.67635726928711,openalex,https://openalex.org/I4210115148
Kayros Ambiental e Agrícola (Brazil),ICT,,Paulínia,-22.790943145751953,-47.13672637939453,openalex,https://openalex.org/I4210146160
Kehl (Brazil),ICT,,São Carlos,-22.00507164001465,-47.8564338684082,openalex,https://openalex.org/I4210140219
Kidopi (Brazil),ICT,,Ribeirão Preto,-21.147811889648438,-47.858333587646484,openalex,https://openalex.org/I4210151065
Klais Soluções Consultoria e Desenvolvimento (Brazil),ICT,,Campinas,-22.90876579284668,-47.04795455932617,openalex,https://openalex.org/I4210148619
Knowledge Networks & Business Solutions (Brazil),ICT,,Campinas,-22.886253356933594,-47.05860137939453,openalex,https://openalex.org/I4210104763
KOM Lux Fibras Ópticas (Brazil),ICT,,Campinas,-22.934467315673828,-47.068572998046875,openalex,https://openalex.org/I4210121951
Koppert (Brazil),ICT,,Piracicaba,-22.74131202697754,-47.57802963256836,openalex,https://openalex.org/I4210125129
Korth Rfid (Brazil),ICT,,São Carlos,-22.000892639160156,-47.914249420166016,openalex,https://openalex.org/I4210145460
Kroma Equipamentos Especiais (Brazil),ICT,,Botucatu,-22.853988647460938,-48.49211883544922,openalex,https://openalex.org/I4210100630
Kryptus (Brazil),ICT,,Campinas,-22.82994842529297,-47.07508087158203,openalex,https://openalex.org/I4210159561
Labcom Sistemas (Brazil),ICT,,Campinas,-22.828834533691406,-47.078033447265625,openalex,https://openalex.org/I4210142471
Labmass Laboratory,ICT,,Campinas,-22.894237518310547,-47.06460952758789,openalex,https://openalex.org/I4210124253
Laboratório Bacchi,ICT,SP,Botucatu,-22.88583,-48.445,openalex,https://openalex.org/I4210094449
Laboratório Biosintesis P&D,ICT,,São Paulo,-23.647323608398438,-46.596309661865234,openalex,https://openalex.org/I4210147212
Laboratório Central de Microscopia Eletrônica,ICT,SC,Florianópolis,-27.59667,-48.54917,openalex,https://openalex.org/I4405269158
Laboratório de Bioarqueologia Translacional,Universidade,CE,Fortaleza,-3.71722,-38.54306,openalex,https://openalex.org/I4405263400
Laboratório de Ecologia e Limnologia,ICT,MA,Imperatriz,-5.52639,-47.49167,openalex,https://openalex.org/I4405263027
Laboratório DNA Center,ICT,,Natal,-5.79893159866333,-35.20438003540039,openalex,https://openalex.org/I4210096068
Laboratório Interinstitucional de e-Astronomia,ICT,,Rio de Janeiro,-22.897520065307617,-43.22043228149414,openalex,https://openalex.org/I4210150701
Laboratório Nacional de Astrofísica,ICT,,Itajubá,-22.43107032775879,-45.491512298583984,openalex,https://openalex.org/I4210157076
Laboratório Nacional de Ciência e Tecnologia do Bioetanol,ICT,,Campinas,-22.803810119628906,-47.0538215637207,openalex,https://openalex.org/I4210099967
Laboratório Nacional de Computação Científica,ICT,,Petrópolis,-22.5049991607666,-43.178611755371094,openalex,https://openalex.org/I4210142352
Laboratório Teuto (Brazil),ICT,,Anápolis,-16.407188415527344,-48.92091751098633,openalex,https://openalex.org/I4210147905
LaserTools Tecnologia (Brazil),ICT,,São Paulo,-23.564125061035156,-46.75093078613281,openalex,https://openalex.org/I4210161523
Latin American Cooperative Oncology Group (LACOG),ICT,RS,Porto Alegre,-30.03283,-51.23019,openalex,https://openalex.org/I4405253759
Latin American Sepsis Institute,ICT,,São Paulo,-23.5980281829834,-46.64630126953125,openalex,https://openalex.org/I4210131749
Legale Educacional,Universidade,SP,São Paulo,-23.5475,-46.63611,openalex,https://openalex.org/I4405257414
Leitão Guerra - Oftalmologia,Universidade,BA,Salvador,-12.97563,-38.49096,openalex,https://openalex.org/I4405255212
Lepidus (Brazil),ICT,SC,Florianópolis,-27.59667,-48.54917,openalex,https://openalex.org/I4405263510
Lexikon Editora Digital (Brazil),ICT,,Rio de Janeiro,-22.902664184570312,-43.1748046875,openalex,https://openalex.org/I4210089282
Libbs (Brazil),ICT,,São Paulo,-23.62504768371582,-46.81904220581055,openalex,https://openalex.org/I4210154588
Líbera Tecnologia e Inovação (Brazil),ICT,,São Paulo,-23.508760452270508,-46.87544250488281,openalex,https://openalex.org/I4210152999
Lifecenter Hospital,ICT,,Belo Horizonte,-19.93400764465332,-43.924739837646484,openalex,https://openalex.org/I4210156374
Lifemed (Brazil),ICT,,São Paulo,-23.643239974975586,-46.66526412963867,openalex,https://openalex.org/I4210088295
Light Tech (Brazil),ICT,,São Paulo,-23.582712173461914,-46.647621154785156,openalex,https://openalex.org/I4210087397
Limpgas Tecnologia (Brazil),ICT,,Campinas,-22.845596313476562,-47.05115509033203,openalex,https://openalex.org/I4210157078
